dataset,model,K,seed,fin_test_acc_WA,fin_test_hinge_WA,fin_sparsity_WA,L1_WA,fin_test_acc_WA_VZ,fin_test_hinge_WA_VZ,fin_sparsity_WA_VZ,L1_WA_VZ,fin_test_acc_SA,fin_test_hinge_SA,fin_sparsity_SA,L1_SA,fin_test_acc_SA_VZ,fin_test_hinge_SA_VZ,fin_sparsity_SA_VZ,L1_SA_VZ,L1_inst
pcmac_binary_sparse,PAC,16,1,0.8919382504288165,0.3015539920574557,0.0574468085106383,0.010880981706349505,0.8902229845626072,0.3018133416600514,0.0896656534954407,0.013117627945988026,0.8919382504288165,0.3030408207929823,0.0574468085106383,0.015701861101246033,0.8902229845626072,0.303320371955338,0.0896656534954407,0.01750024557771213,0.02020537852970735
pcmac_binary_sparse,PAC,16,2,0.8902229845626072,0.329605825630801,0.0689969604863222,0.023749253821567045,0.8902229845626072,0.3303742902992512,0.1389057750759879,0.02578943789150757,0.8867924528301887,0.3284823139709073,0.0689969604863222,0.031849540202960575,0.8867924528301887,0.3293283530305317,0.1389057750759879,0.033496799933505156,0.020008916360009402
pcmac_binary_sparse,PAC,16,3,0.8970840480274442,0.318295019938583,0.0626139817629178,0.020802321276097352,0.8953687821612349,0.319391883944393,0.1188449848024316,0.023076748702216234,0.8936535162950258,0.3197763379574204,0.0626139817629178,0.02557030700992134,0.8936535162950258,0.3208435295566382,0.1188449848024316,0.027096666943728694,0.01855811879916278
pcmac_binary_sparse,PAC,16,4,0.8919382504288165,0.3302701893664946,0.0604863221884498,0.01183306760565506,0.8902229845626072,0.3304570483985755,0.0793313069908814,0.013382096251350664,0.8919382504288165,0.328639348925569,0.0604863221884498,0.011825511368358988,0.8902229845626072,0.3288375941977998,0.0793313069908814,0.01359367089564079,0.020734315140432648
pcmac_binary_sparse,PAC,1,0,0.9056603773584906,0.3086095166600636,0.1246200607902735,0.03799276112467035,0.9056603773584906,0.3086095166600636,0.1246200607902735,0.03799276112467035,0.9056603773584906,0.3086095166600636,0.1246200607902735,0.03799276112467035,0.9056603773584906,0.3086095166600636,0.1246200607902735,0.03799276112467035,0.01931374252877039
pcmac_binary_sparse,PAC,1,1,0.8730703259005146,0.3148774570887071,0.068693009118541,0.07659002123302681,0.8730703259005146,0.3148774570887071,0.068693009118541,0.07659002123302681,0.8730703259005146,0.3148774570887071,0.068693009118541,0.07659002123302681,0.8730703259005146,0.3148774570887071,0.068693009118541,0.07659002123302681,0.02020537852970735
pcmac_binary_sparse,PAC,1,2,0.8713550600343053,0.3625241336535884,0.1389057750759879,0.04800477554197117,0.8713550600343053,0.3625241336535884,0.1389057750759879,0.04800477554197117,0.8713550600343053,0.3625241336535884,0.1389057750759879,0.04800477554197117,0.8713550600343053,0.3625241336535884,0.1389057750759879,0.04800477554197117,0.020008916360009402
pcmac_binary_sparse,PAC,1,3,0.8644939965694682,0.3486941684385881,0.1188449848024316,0.03802298607385469,0.8644939965694682,0.3486941684385881,0.1188449848024316,0.03802298607385469,0.8644939965694682,0.3486941684385881,0.1188449848024316,0.03802298607385469,0.8644939965694682,0.3486941684385881,0.1188449848024316,0.03802298607385469,0.01855811879916278
pcmac_binary_sparse,PAC,1,4,0.855917667238422,0.3856648524698653,0.0835866261398176,0.05486583900680812,0.855917667238422,0.3856648524698653,0.0835866261398176,0.05486583900680812,0.855917667238422,0.3856648524698653,0.0835866261398176,0.05486583900680812,0.855917667238422,0.3856648524698653,0.0835866261398176,0.05486583900680812,0.020734315140432648
pcmac_binary_sparse,PAC,4,0,0.9125214408233276,0.2886536469839328,0.0759878419452887,0.016079672966049823,0.9125214408233276,0.2886963422755508,0.0811550151975684,0.016653947000551617,0.915951972555746,0.2896175798002847,0.0759878419452887,0.018225644358135448,0.915951972555746,0.2896638330328707,0.0811550151975684,0.018482556426202043,0.01931374252877039
pcmac_binary_sparse,PAC,4,1,0.8919382504288165,0.2964384887880634,0.0598784194528875,0.020794765038801264,0.8919382504288165,0.2964425408674089,0.0613981762917933,0.02121035809008547,0.8936535162950258,0.2962261343429369,0.0598784194528875,0.019026605511519485,0.8936535162950258,0.2962303130497619,0.0613981762917933,0.01955554212224481,0.02020537852970735
pcmac_binary_sparse,PAC,4,2,0.8679245283018868,0.3386804222228813,0.12370820668693,0.021459713920855987,0.8679245283018868,0.3389295794684851,0.1367781155015197,0.02188286320943624,0.8730703259005146,0.3376504370040193,0.12370820668693,0.017923394866292408,0.8730703259005146,0.3379229527413985,0.1367781155015197,0.01834654415487266,0.020008916360009402
pcmac_binary_sparse,PAC,4,3,0.902229845626072,0.3111340778897447,0.0626139817629178,0.02786740314792848,0.9005145797598628,0.3114917265245377,0.0817629179331307,0.029212413386630002,0.902229845626072,0.3123082824798748,0.0626139817629178,0.030617873523700143,0.902229845626072,0.3126435780749932,0.0817629179331307,0.032204683355876104,0.01855811879916278
pcmac_binary_sparse,PAC,4,4,0.8867924528301887,0.3315119359995581,0.0693009118541033,0.025638313145586004,0.8867924528301887,0.3315789289351159,0.0711246200607902,0.025608088196401705,0.8867924528301887,0.330265845046101,0.0693009118541033,0.02634859945141715,0.8867924528301887,0.3303307444524228,0.0711246200607902,0.026205030942791713,0.020734315140432648
pcmac_binary_sparse,PAC,64,0,0.9108061749571184,0.2953943241522317,0.0601823708206686,0.011364580893298394,0.9108061749571184,0.295889189426174,0.0975683890577507,0.014530644320354258,0.9142367066895368,0.2998867333102682,0.0601823708206686,0.020877883649058127,0.9142367066895368,0.3003085806295095,0.0975683890577507,0.023076748702216262,0.01931374252877039
pcmac_binary_sparse,PAC,64,1,0.8936535162950258,0.3123280357101279,0.0574468085106383,0.008621666754822772,0.8970840480274442,0.3125176790791232,0.0975683890577507,0.01162904919866104,0.8970840480274442,0.3150907270156528,0.0574468085106383,0.017583364187968964,0.8970840480274442,0.3152596785870818,0.0975683890577507,0.019351523715250767,0.02020537852970735
pcmac_binary_sparse,PAC,64,2,0.888507718696398,0.3289178214091861,0.0689969604863222,0.023295879583802484,0.888507718696398,0.32978870761641,0.127659574468085,0.024784458331129466,0.8867924528301887,0.3282086990502373,0.0689969604863222,0.0254040697894077,0.8867924528301887,0.3291422350324017,0.127659574468085,0.027565153656085455,0.020008916360009402
pcmac_binary_sparse,PAC,64,3,0.8902229845626072,0.3287878997804325,0.0626139817629178,0.01953287341035658,0.8902229845626072,0.3299668107727787,0.1282674772036474,0.022638486939043835,0.8850771869639794,0.3335969990321589,0.0626139817629178,0.02925775081040646,0.8850771869639794,0.3346927863574095,0.1282674772036474,0.03105613528687255,0.01855811879916278
pcmac_binary_sparse,PAC,64,4,0.8936535162950258,0.3233455660515789,0.0592705167173251,0.008803016449928591,0.8936535162950258,0.3232498986587993,0.1115501519756838,0.010775194384204432,0.8936535162950258,0.3235272003345334,0.0592705167173251,0.010911206655533799,0.8919382504288165,0.3231140164938088,0.1115501519756838,0.012422454114749015,0.020734315140432648
rcv1_binary_sparse,PAC,16,0,0.9763202782701764,0.0640655510781454,0.2608336685225565,-0.00289282375040746,0.9763059442981848,0.0640729422810953,0.2868090691618857,-0.0028862629274063966,0.976329834251504,0.0640422426512217,0.2608336685225565,-0.0028876178799826886,0.9763346122421676,0.0640495375745985,0.2868090691618857,-0.0028802726107532823,0.011993327072501603
rcv1_binary_sparse,PAC,16,1,0.9756800275212262,0.0654609654276144,0.2628871435527234,-0.004018813112413297,0.9756752495305624,0.0654610240373042,0.2800347185469017,-0.004014653170293072,0.9756656935492348,0.0654216417915145,0.2628871435527234,-0.004031221625480485,0.9756704715398986,0.0654218712975473,0.2800347185469017,-0.004026182152740565,0.012182259758053501
rcv1_binary_sparse,PAC,16,2,0.9753264562121046,0.0660250341533708,0.2625484260219742,-0.0029595254509181238,0.9753216782214408,0.0660263921633627,0.2752079937337257,-0.0029557458463631762,0.9753646801374152,0.0659785136318615,0.2625484260219742,-0.002948162866155446,0.9753599021467512,0.0659799584648307,0.2752079937337257,-0.0029430520801219952,0.010687699524195326
rcv1_binary_sparse,PAC,16,3,0.9753312342027683,0.0672724206875933,0.2611935558989775,-0.0033954398429225006,0.9753216782214408,0.0672785976836504,0.2836759320024556,-0.0033909708765304785,0.9753646801374152,0.0672122420865996,0.2611935558989775,-0.0034109385987076022,0.9753646801374152,0.0672188658919117,0.2836759320024556,-0.003407182765250492,0.01303495280830916
rcv1_binary_sparse,PAC,16,4,0.9763871701394696,0.0633897071727646,0.2596904968562779,-0.0029095586032797335,0.9763871701394696,0.0633902301271798,0.2751868238880538,-0.0028989091514519455,0.9764445060274352,0.0632637578246547,0.2596904968562779,-0.002910818471464715,0.9764397280367714,0.0632642123094582,0.2751868238880538,-0.0029005018150065624,0.012489548739700342
rcv1_binary_sparse,PAC,1,0,0.9680639104031192,0.0848794930104382,0.2868090691618857,0.002813570910242634,0.9680639104031192,0.0848794930104382,0.2868090691618857,0.002813570910242634,0.9680639104031192,0.0848794930104382,0.2868090691618857,0.002813570910242634,0.9680639104031192,0.0848794930104382,0.2868090691618857,0.002813570910242634,0.011993327072501603
rcv1_binary_sparse,PAC,1,1,0.97100237466136,0.0770316553539609,0.3004847894658847,0.0023199165216094813,0.97100237466136,0.0770316553539609,0.3004847894658847,0.0023199165216094813,0.97100237466136,0.0770316553539609,0.3004847894658847,0.0023199165216094813,0.97100237466136,0.0770316553539609,0.3004847894658847,0.0023199165216094813,0.012182259758053501
rcv1_binary_sparse,PAC,1,2,0.9706249133989192,0.078419778271993,0.2752079937337257,0.0010657296290071175,0.9706249133989192,0.078419778271993,0.2752079937337257,0.0010657296290071175,0.9706249133989192,0.078419778271993,0.2752079937337257,0.0010657296290071175,0.9706249133989192,0.078419778271993,0.2752079937337257,0.0010657296290071175,0.010687699524195326
