dataset,model,weight_scheme,K,seed,fin_test_acc_WA,fin_test_hinge_WA,fin_sparsity_WA,L1_WA,fin_test_acc_WA_VZ,fin_test_hinge_WA_VZ,fin_sparsity_WA_VZ,L1_WA_VZ,fin_test_acc_SA,fin_test_hinge_SA,fin_sparsity_SA,L1_SA,fin_test_acc_SA_VZ,fin_test_hinge_SA_VZ,fin_sparsity_SA_VZ,L1_SA_VZ,L1_inst
avazu-app_binary_sparse,PAC,dense,16,0,0.8825308152246644,0.3518856612140857,0.9796930203069796,-0.0013451181160435664,0.8825308152246644,0.3518862851204817,0.9806230193769806,-0.0013451010734405974,0.8822186322319919,0.3095533289897136,0.9796930203069796,-0.0005936813467853697,0.8822188606028717,0.3095538764764897,0.9806230193769806,-0.0005935529591763287,0.07744698130861156
avazu-app_binary_sparse,PAC,dense,16,1,0.8822115527347184,0.3913825993102143,0.9796810203189796,-0.0007009633963040835,0.8822115527347184,0.3913844183703182,0.9815920184079816,-0.0007009384004863992,0.8829320628604549,0.3256887319216958,0.9796810203189796,-0.0011581516720812323,0.8829322912313347,0.3256904110896098,0.9815920184079816,-0.0011580959995782013,0.08934972723575267
avazu-app_binary_sparse,PAC,dense,16,2,0.8829793356325714,0.3819123531536523,0.97991402008598,-0.0007625349123118816,0.8829793356325714,0.3819132670720774,0.9814750185249814,-0.0007625190058824438,0.88311110563021,0.3584302411741502,0.97991402008598,-0.0010167469228972601,0.88311110563021,0.3584311279745706,0.9814750185249814,-0.0010166583013618278,0.07105034137004089
avazu-app_binary_sparse,PAC,dense,16,3,0.8829898406930416,0.3392321209045462,0.9796480203519796,-0.001624077122314025,0.8829891555804023,0.3392327718509721,0.9807750192249808,-0.001624073713793421,0.8831414789572221,0.3271571002760482,0.9796480203519796,-0.0016733472874984937,0.8831414789572221,0.3271578208059735,0.9807750192249808,-0.0016731018740157436,0.07955610113699593
avazu-app_binary_sparse,PAC,dense,16,4,0.8825104902163632,0.3324594585521447,0.9795620204379796,-0.001029264146691488,0.8825104902163632,0.3324605668659487,0.9812640187359812,-0.0010291766613295642,0.8825285315158665,0.310393685906529,0.9795620204379796,-0.0012891797484039628,0.8825285315158665,0.3103950938741772,0.9812640187359812,-0.0012890422714066708,0.07339425486718734
avazu-app_binary_sparse,PAC,dense,1,0,0.851081404627068,0.4005060045861106,0.9803690196309804,0.023424260187592565,0.851081404627068,0.4005060045861106,0.9803690196309804,0.023424260187592565,0.851081404627068,0.4005060045861106,0.9803690196309804,0.023424260187592565,0.851081404627068,0.4005060045861106,0.9803690196309804,0.023424260187592565,0.07744698130861156
avazu-app_binary_sparse,PAC,dense,1,1,0.8709636017924374,0.4245534382720297,0.9803800196199804,0.05227896970448045,0.8709636017924374,0.4245534382720297,0.9803800196199804,0.05227896970448045,0.8709636017924374,0.4245534382720297,0.9803800196199804,0.05227896970448045,0.8709636017924374,0.4245534382720297,0.9803800196199804,0.05227896970448045,0.08934972723575267
avazu-app_binary_sparse,PAC,dense,1,2,0.866381796831217,0.4159582424132658,0.9803310196689804,0.02381333599634231,0.866381796831217,0.4159582424132658,0.9803310196689804,0.02381333599634231,0.866381796831217,0.4159582424132658,0.9803310196689804,0.02381333599634231,0.866381796831217,0.4159582424132658,0.9803310196689804,0.02381333599634231,0.07105034137004089
avazu-app_binary_sparse,PAC,dense,1,3,0.8817584649092157,0.5112126196362513,0.9803610196389804,0.01200899746726698,0.8817584649092157,0.5112126196362513,0.9803610196389804,0.01200899746726698,0.8817584649092157,0.5112126196362513,0.9803610196389804,0.01200899746726698,0.8817584649092157,0.5112126196362513,0.9803610196389804,0.01200899746726698,0.07955610113699593
avazu-app_binary_sparse,PAC,dense,1,4,0.8091714658807054,0.4707469545729621,0.9837900162099836,0.06182999548614165,0.8091714658807054,0.4707469545729621,0.9837900162099836,0.06182999548614165,0.8091714658807054,0.4707469545729621,0.9837900162099836,0.06182999548614165,0.8091714658807054,0.4707469545729621,0.9837900162099836,0.06182999548614165,0.07339425486718734
avazu-app_binary_sparse,PAC,dense,4,0,0.879817769172763,0.3627788029960582,0.9803690196309804,0.000559759749835142,0.879817769172763,0.3627790341099994,0.9808910191089808,0.0005597040773321092,0.8649537937198921,0.3459812891480505,0.9803690196309804,0.009002398260085684,0.864954022090772,0.3459816785685339,0.9808910191089808,0.009002408485647442,0.07744698130861156
avazu-app_binary_sparse,PAC,dense,4,1,0.8816970331425523,0.3810852862847192,0.9796810203189796,0.009158139246887517,0.8816970331425523,0.3810857652308057,0.98010001989998,0.009158765278503261,0.8818651141100775,0.34811865084166,0.9796810203189796,0.006078446587917624,0.8818651141100775,0.3481189046884217,0.98010001989998,0.00607877266972111,0.08934972723575267
avazu-app_binary_sparse,PAC,dense,4,2,0.8824070382078184,0.4613956362498257,0.98001401998598,-0.0002623276981194061,0.8824070382078184,0.4613957438295094,0.9803310196689804,-0.00026229020439286915,0.8824111488836547,0.4515678106326483,0.98001401998598,-9.886754834598387e-05,0.8824111488836547,0.4515678881305167,0.9803310196689804,-9.88016502811608e-05,0.07105034137004089
avazu-app_binary_sparse,PAC,dense,4,3,0.8826986678213098,0.3944510423684141,0.9797910202089798,0.002164977527703293,0.8826986678213098,0.3944514673262398,0.9803610196389804,0.00216500138734745,0.8825203101641941,0.4098081379063871,0.9797910202089798,0.0026860357985420136,0.8825203101641941,0.4098085247176693,0.9803610196389804,0.00268618009258049,0.07955610113699593
avazu-app_binary_sparse,PAC,dense,4,4,0.8798380941810643,0.3425156325433464,0.98006601993398,0.0017722864147769698,0.8798380941810643,0.3425156562465656,0.9803510196489804,0.0017724716110625676,0.8814471954000624,0.3393989579042861,0.98006601993398,0.0008942878673475365,0.8814474237709422,0.3393990274287093,0.9803510196489804,0.0008945162382273297,0.07339425486718734
avazu-app_binary_sparse,PAC,dense,64,0,0.8823284786251707,0.3795251202583571,0.9795620204379796,-0.0013194701347481858,0.8823284786251707,0.379526202754838,0.9810990189009812,-0.001319500811433532,0.8831152163060462,0.3189832073577867,0.9795620204379796,-0.001901732937544088,0.8831147595642866,0.3189841870482902,0.9810990189009812,-0.001901687490602844,0.07744698130861156
avazu-app_binary_sparse,PAC,dense,64,1,0.8823211707570175,0.3948878970222399,0.9796220203779796,-0.0006656988422398426,0.8823211707570175,0.3948903000623281,0.9816520183479815,-0.0006657681488252492,0.8829759100693745,0.3384641808900268,0.9796220203779796,-0.00125390837729852,0.8829761384402542,0.3384664244256319,0.9816520183479815,-0.0012538538409690235,0.08934972723575267
avazu-app_binary_sparse,PAC,dense,64,2,0.8828735999152287,0.3834781142820856,0.9796320203679796,-0.0007064170292543088,0.8828738282861085,0.3834792271688812,0.9812380187619812,-0.000706377263180714,0.8834305964910357,0.3329450673528906,0.9796320203679796,-0.0011097904457218143,0.883430368120156,0.3329462044420236,0.9812380187619812,-0.0011097881733747557,0.07105034137004089
avazu-app_binary_sparse,PAC,dense,64,3,0.8826829102306043,0.347919014890226,0.9795710204289796,-0.0014540317107532101,0.8826829102306043,0.3479199217611717,0.9810230189769812,-0.0014540612512650235,0.8831606621111243,0.316940493688681,0.9795710204289796,-0.0019890183329120477,0.8831604337402446,0.3169415283095126,0.9810230189769812,-0.0019889183496412956,0.07955610113699593
avazu-app_binary_sparse,PAC,dense,64,4,0.8826132571122685,0.3718902630111987,0.9795590204409796,-0.0010176433638134283,0.8826132571122685,0.3718917544825452,0.9814520185479816,-0.0010176785851929036,0.8832524672047998,0.3251615017334735,0.9795590204409796,-0.0015541751819748298,0.8832524672047998,0.3251632637675573,0.9814520185479816,-0.0015541331435541686,0.07339425486718734
avazu-app_binary_sparse,PAC,exp-dense,16,0,0.8811749773113531,0.4391412639252697,0.9903720096279904,-0.0001575804517489781,0.8811749773113531,0.4391460117508868,0.9916820083179916,-0.00015755545593128934,0.8810338441076431,0.4480215184348968,0.9903720096279904,-2.8889484380146985e-05,0.8810338441076431,0.4480474134623422,0.9916820083179916,-2.8889484380146985e-05,0.07744698130861156
avazu-app_binary_sparse,PAC,exp-dense,16,1,0.881420476007127,0.5256495482886623,0.9902160097839904,0.00016234897205981639,0.8814220746032855,0.5256701728343515,0.9914590085409914,0.00016078332493377575,0.8812366374488964,0.4515236855641014,0.9902160097839904,0.0003379298210650622,0.8812366374488964,0.4515273876232019,0.9914590085409914,0.00033792868489153106,0.08934972723575267
avazu-app_binary_sparse,PAC,exp-dense,16,2,0.8815618375817168,0.5850836593103533,0.9892420107579892,0.00032709299792363383,0.8815613808399573,0.5851057800724753,0.9902890097109904,0.00032751451830368935,0.8814423996115868,0.4471310435205471,0.9892420107579892,0.00043579185583589406,0.8814419428698272,0.4471376040777529,0.9902890097109904,0.0004362417805542318,0.07105034137004089
avazu-app_binary_sparse,PAC,exp-dense,16,3,0.8810934489072682,0.4840061602929466,0.9896820103179896,-8.32792474965862e-05,0.8810934489072682,0.4840075485832979,0.9913690086309914,-8.328038367011735e-05,0.8811567076409699,0.4508281963279279,0.9896820103179896,-0.00014644595114227303,0.8811569360118497,0.450862275265279,0.9913690086309914,-0.00014666977732802014,0.07955610113699593
