model,dataset,log2eta,log10lmbda,seed,final_test-set-acc,l1-regret,l2-regret
FSOL,avazu-app_binary_sparse,9.0,2.0,2,0.8819299714399378,0.05563999964527899,0.13522805735344148
FSOL,avazu-app_binary_sparse,9.0,2.0,3,0.8818584913545636,0.07454994396750883,0.1654599597403771
FSOL,avazu-app_binary_sparse,9.0,2.0,4,0.8819660540389446,0.061615654965806524,0.15052471894417205
FSOL,avazu-app_binary_sparse,9.0,3.0,0,0.8809041294479225,0.0827539338003287,0.19569814172316571
FSOL,avazu-app_binary_sparse,9.0,3.0,1,0.8416834861819632,0.09012186914772771,0.20167547476376027
FSOL,avazu-app_binary_sparse,9.0,3.0,2,0.878221685093913,0.0660342855417704,0.1752767301313439
FSOL,avazu-app_binary_sparse,9.0,3.0,3,0.8582182229913753,0.06542760699412001,0.16260339249899253
FSOL,avazu-app_binary_sparse,9.0,3.0,4,0.8811818284377467,0.07112789564722437,0.1700960999461579
FSOL,avazu-site_binary_sparse,-1.0,-1.0,0,0.5819917265484785,0.023393857910861696,0.05559566081701043
FSOL,avazu-site_binary_sparse,-1.0,-1.0,1,0.8053381427173614,0.021896423433221065,0.05105789669014613
FSOL,avazu-site_binary_sparse,-1.0,-1.0,2,0.8049715549296509,0.022916351960758547,0.06028817768075763
FSOL,avazu-site_binary_sparse,-1.0,-1.0,3,0.7685063283168485,0.019865966752933832,0.04417841309841118
FSOL,avazu-site_binary_sparse,-1.0,-1.0,4,0.8032952642045026,0.017701386731202848,0.04663930863984628
FSOL,avazu-site_binary_sparse,-1.0,-2.0,0,0.5540253752040846,0.024601738359772234,0.05415079633015087
FSOL,avazu-site_binary_sparse,-1.0,-2.0,1,0.8044563190844105,0.02184618546940227,0.05162386707886182
FSOL,avazu-site_binary_sparse,-1.0,-2.0,2,0.804517481566415,0.02659213229844739,0.06605861189363563
FSOL,avazu-site_binary_sparse,-1.0,-2.0,3,0.7617299382220222,0.018601099566106033,0.04272542613423901
FSOL,avazu-site_binary_sparse,-1.0,-2.0,4,0.804039278700785,0.018493290375179217,0.04539308656981623
FSOL,avazu-site_binary_sparse,-1.0,-3.0,0,0.5849751395156215,0.02492041464227876,0.05895879141390671
FSOL,avazu-site_binary_sparse,-1.0,-3.0,1,0.805691310888767,0.02295290074058026,0.05890437860502064
FSOL,avazu-site_binary_sparse,-1.0,-3.0,2,0.8046352903133983,0.023278289386383155,0.059320130972628296
FSOL,avazu-site_binary_sparse,-1.0,-3.0,3,0.8000508138932771,0.01817581437156817,0.041323966212978555
FSOL,avazu-site_binary_sparse,-1.0,-3.0,4,0.802089821362971,0.020629089254858193,0.051307964172409716
FSOL,avazu-site_binary_sparse,-1.0,-inf,0,0.527943189602791,0.022903970371705062,0.056609309533912903
FSOL,avazu-site_binary_sparse,-1.0,-inf,1,0.804569353544824,0.021892715280486422,0.05574577484938062
FSOL,avazu-site_binary_sparse,-1.0,-inf,2,0.8040405690485066,0.024184708835508724,0.06134670984016764
FSOL,avazu-site_binary_sparse,-1.0,-inf,3,0.7661882186349696,0.020523996820792752,0.044309394327465515
FSOL,avazu-site_binary_sparse,-1.0,-inf,4,0.8029876453076699,0.02057316417927422,0.04896889732795122
FSOL,avazu-site_binary_sparse,-1.0,0.0,0,0.6252990219551374,0.018775967872610707,0.04419357674256963
FSOL,avazu-site_binary_sparse,-1.0,0.0,1,0.8009767674183071,0.018725394546141434,0.04790626425071352
FSOL,avazu-site_binary_sparse,-1.0,0.0,2,0.8048823919020874,0.019230253312798803,0.05060528901747031
FSOL,avazu-site_binary_sparse,-1.0,0.0,3,0.762946865158276,0.014645792223541591,0.033942668637408316
FSOL,avazu-site_binary_sparse,-1.0,0.0,4,0.804933231602319,0.016418689749520744,0.04448550457627149
FSOL,avazu-site_binary_sparse,-1.0,1.0,0,0.4260005582044244,0.017223142344482786,0.05768550585265011
FSOL,avazu-site_binary_sparse,-1.0,1.0,1,0.8059215089223029,0.015086359095576584,0.04824811204370954
FSOL,avazu-site_binary_sparse,-1.0,1.0,2,0.8065939091200358,0.01679051558243776,0.05784402326310216
FSOL,avazu-site_binary_sparse,-1.0,1.0,3,0.7974008267773991,0.01046812922317313,0.027401626987113393
FSOL,avazu-site_binary_sparse,-1.0,1.0,4,0.8045503854333161,0.01576886935934412,0.048406497862500134
FSOL,avazu-site_binary_sparse,-1.0,2.0,0,0.5724770895536159,0.014300086350197284,0.053296516259764455
FSOL,avazu-site_binary_sparse,-1.0,2.0,1,0.8061634491201054,0.012323317078133198,0.037437755693105784
FSOL,avazu-site_binary_sparse,-1.0,2.0,2,0.8048420040184009,0.014123375784866289,0.05586520010693083
FSOL,avazu-site_binary_sparse,-1.0,2.0,3,0.7945087704289464,0.008520169199745069,0.023622241332579282
FSOL,avazu-site_binary_sparse,-1.0,2.0,4,0.806062285858731,0.012158164067914666,0.0359441029834193
FSOL,avazu-site_binary_sparse,-1.0,3.0,0,0.4795346335135045,0.0089861380358878,0.04320518540694061
FSOL,avazu-site_binary_sparse,-1.0,3.0,1,0.8057785383947481,0.01069756837894006,0.04630768703680177
FSOL,avazu-site_binary_sparse,-1.0,3.0,2,0.8052178823097069,0.010831941485710128,0.05101395858581163
FSOL,avazu-site_binary_sparse,-1.0,3.0,3,0.8056483423096372,0.007671528583177821,0.04054501945283
FSOL,avazu-site_binary_sparse,-1.0,3.0,4,0.8035144942824047,0.010736111448656277,0.051300818748646095
FSOL,avazu-site_binary_sparse,-2.0,-1.0,0,0.7704080427889627,0.004049735883132504,0.014531849957837724
FSOL,avazu-site_binary_sparse,-2.0,-1.0,1,0.806943593352593,0.0035535761042340087,0.014617081649294447
FSOL,avazu-site_binary_sparse,-2.0,-1.0,2,0.8059597032148627,0.004131922728781272,0.017616156905850867
FSOL,avazu-site_binary_sparse,-2.0,-1.0,3,0.804129603041298,0.00269191575139843,0.006996725592987295
FSOL,avazu-site_binary_sparse,-2.0,-1.0,4,0.8069830779928744,0.003113591805031762,0.008923349366956433
FSOL,avazu-site_binary_sparse,-2.0,-2.0,0,0.7875954744408569,0.0042971357848838885,0.013633805292522942
FSOL,avazu-site_binary_sparse,-2.0,-2.0,1,0.8068441075432566,0.004431025330651305,0.01632787427490841
FSOL,avazu-site_binary_sparse,-2.0,-2.0,2,0.8072740514040984,0.004653449338557468,0.01879874721204404
FSOL,avazu-site_binary_sparse,-2.0,-2.0,3,0.805385111374428,0.003297739116984031,0.009610208135294172
FSOL,avazu-site_binary_sparse,-2.0,-2.0,4,0.806931593118782,0.0030146457698660136,0.009130359296087446
FSOL,avazu-site_binary_sparse,-2.0,-3.0,0,0.7141690115510637,0.004971912905325747,0.016946445083148656
FSOL,avazu-site_binary_sparse,-2.0,-3.0,1,0.8069402384485169,0.004039849392198105,0.01329385544058212
FSOL,avazu-site_binary_sparse,-2.0,-3.0,2,0.806996368574407,0.004725027865090959,0.019600084991210204
FSOL,avazu-site_binary_sparse,-2.0,-3.0,3,0.8049527158529153,0.003928732567359165,0.011934498176764364
FSOL,avazu-site_binary_sparse,-2.0,-3.0,4,0.8069630776031894,0.003195742239878504,0.009746914494742102
FSOL,avazu-site_binary_sparse,-2.0,-inf,0,0.727546304450577,0.00447913805344549,0.01517050569944875
FSOL,avazu-site_binary_sparse,-2.0,-inf,1,0.8069021731907292,0.0033835830124873856,0.008317692951845562
FSOL,avazu-site_binary_sparse,-2.0,-inf,2,0.8071188225731882,0.004819057164408561,0.017992816215951453
FSOL,avazu-site_binary_sparse,-2.0,-inf,3,0.8045327076695301,0.0035221286694146463,0.010072038248662804
FSOL,avazu-site_binary_sparse,-2.0,-inf,4,0.8056186643120401,0.0034424292564529985,0.01278902535196886
FSOL,avazu-site_binary_sparse,-2.0,0.0,0,0.723253059511224,0.0034676325581145407,0.012535595037337697
FSOL,avazu-site_binary_sparse,-2.0,0.0,1,0.8070922414101229,0.0025088051891254655,0.0077801029132755556
FSOL,avazu-site_binary_sparse,-2.0,0.0,2,0.8072651480048192,0.003445595079872986,0.01588598538778028
FSOL,avazu-site_binary_sparse,-2.0,0.0,3,0.806634942177583,0.0016071702471459088,0.003517932509970846
FSOL,avazu-site_binary_sparse,-2.0,0.0,4,0.8062739028850756,0.002022367094373106,0.0051171505697347255
FSOL,avazu-site_binary_sparse,-2.0,1.0,0,0.7720383971352216,0.0015350065926356253,0.005550503845055571
FSOL,avazu-site_binary_sparse,-2.0,1.0,1,0.8070713377770328,0.0014970844229122069,0.004910150921215494
FSOL,avazu-site_binary_sparse,-2.0,1.0,2,0.8074274737481982,0.002730743719670974,0.016192427037869238
FSOL,avazu-site_binary_sparse,-2.0,1.0,3,0.8075107011762422,0.0012387721399091823,0.0033159793819156395
FSOL,avazu-site_binary_sparse,-2.0,1.0,4,0.8061431906608761,0.0015295947976368773,0.006088062504603297
FSOL,avazu-site_binary_sparse,-2.0,2.0,0,0.7919710435648488,0.0011082598557279515,0.006112041637244592
FSOL,avazu-site_binary_sparse,-2.0,2.0,1,0.8067024273634235,0.0009488648625206372,0.0033974046843603927
FSOL,avazu-site_binary_sparse,-2.0,2.0,2,0.8069806263322034,0.002401627757553396,0.01589747284920005
FSOL,avazu-site_binary_sparse,-2.0,2.0,3,0.8070087559125345,0.000717043673756719,0.0016831013638969243
FSOL,avazu-site_binary_sparse,-2.0,2.0,4,0.8064372609066318,0.0006622000628721305,0.0014811308238805022
FSOL,avazu-site_binary_sparse,-2.0,3.0,0,0.7823038874692914,0.0012158096995384586,0.01184943407118665
FSOL,avazu-site_binary_sparse,-2.0,3.0,1,0.8056316968240285,0.0004362499562415526,0.0011577074788374632
FSOL,avazu-site_binary_sparse,-2.0,3.0,2,0.8058843469079204,0.0015094902858337259,0.014015696739056649
FSOL,avazu-site_binary_sparse,-2.0,3.0,3,0.8061363518179515,0.0009820121068880795,0.009150245079749982
FSOL,avazu-site_binary_sparse,-2.0,3.0,4,0.8058293780949797,0.000486178747636013,0.0014948911918264828
FSOL,avazu-site_binary_sparse,-3.0,-1.0,0,0.8066811366260168,0.0002550078430209244,0.0003135553410994841
FSOL,avazu-site_binary_sparse,-3.0,-1.0,1,0.8069322382926428,0.0002874600882195039,0.0003574390959929059
FSOL,avazu-site_binary_sparse,-3.0,-1.0,2,0.8071678557866095,0.00040879621149922466,0.0013655437218239082
FSOL,avazu-site_binary_sparse,-3.0,-1.0,3,0.807257018814173,0.00035705773936452504,0.00044523379437656324
FSOL,avazu-site_binary_sparse,-3.0,-1.0,4,0.8072500509364763,0.00033393113099160774,0.00039987682535383933
FSOL,avazu-site_binary_sparse,-3.0,-2.0,0,0.806812364989305,0.00024852352632680934,0.000383391180948416
FSOL,avazu-site_binary_sparse,-3.0,-2.0,1,0.8069588194557081,0.00029273454422810557,0.0003871979808837907
FSOL,avazu-site_binary_sparse,-3.0,-2.0,2,0.8071336615719867,0.0004523914396957729,0.0012639584856341851
FSOL,avazu-site_binary_sparse,-3.0,-2.0,3,0.8071715977950022,0.0002841582033813439,0.000362738023267044
FSOL,avazu-site_binary_sparse,-3.0,-2.0,4,0.80749921708152,0.00033238335251168093,0.0003974304524915645
FSOL,avazu-site_binary_sparse,-3.0,-3.0,0,0.8070241110504217,0.00023198727312414273,0.00033439140427483883
FSOL,avazu-site_binary_sparse,-3.0,-3.0,1,0.8069444965959982,0.0002692987634308002,0.0003515119441738549
FSOL,avazu-site_binary_sparse,-3.0,-3.0,2,0.8071399842758227,0.0004015657927561828,0.0013943270813220952
FSOL,avazu-site_binary_sparse,-3.0,-3.0,3,0.807245018580362,0.00032072039770907236,0.00039663540054952557
FSOL,avazu-site_binary_sparse,-3.0,-3.0,4,0.8074642486582642,0.00031534181958235886,0.00037559953558541224
FSOL,avazu-site_binary_sparse,-3.0,-inf,0,0.8067155889101839,0.000256068227782239,0.00032910375799847033
FSOL,avazu-site_binary_sparse,-3.0,-inf,1,0.8069464321175807,0.0002840898532792685,0.00035218691914655937
FSOL,avazu-site_binary_sparse,-3.0,-inf,2,0.8071121127650358,0.0004304414751362843,0.0016424660595248622
FSOL,avazu-site_binary_sparse,-3.0,-inf,3,0.8071917272194594,0.0003135104201180694,0.0003829888774898608
FSOL,avazu-site_binary_sparse,-3.0,-inf,4,0.8072100501571063,0.00032097910603944084,0.00038806826986908345
FSOL,avazu-site_binary_sparse,-3.0,0.0,0,0.8067927517039364,0.0002618843743195093,0.000314158980976225
FSOL,avazu-site_binary_sparse,-3.0,0.0,1,0.8069246252410853,0.0002800258967422113,0.00034298012512607844
FSOL,avazu-site_binary_sparse,-3.0,0.0,2,0.8070930156187559,0.00038805035855127783,0.0009302989004582822
FSOL,avazu-site_binary_sparse,-3.0,0.0,3,0.8072099211223341,0.0003013651818848972,0.00036862828919752706
FSOL,avazu-site_binary_sparse,-3.0,0.0,4,0.8073868277949674,0.0002994309378744666,0.00035657295163152053
FSOL,avazu-site_binary_sparse,-3.0,1.0,0,0.806961142081607,0.00019255309693679538,0.00024307030351032588
FSOL,avazu-site_binary_sparse,-3.0,1.0,1,0.8068426881607629,0.00021476176982657822,0.00027262400257816187
FSOL,avazu-site_binary_sparse,-3.0,1.0,2,0.8070207561463456,0.0002773219156008276,0.00033661935503924114
FSOL,avazu-site_binary_sparse,-3.0,1.0,3,0.8071661783345714,0.0002873240268013408,0.0003385912463471105
FSOL,avazu-site_binary_sparse,-3.0,1.0,4,0.8073522464760281,0.000252277032867493,0.0003046011277887424
FSOL,avazu-site_binary_sparse,-3.0,2.0,0,0.8064010021356545,0.00022016206667734305,0.0002773288004191006
FSOL,avazu-site_binary_sparse,-3.0,2.0,1,0.8065655214701603,0.00020058966361286948,0.00024287218572510474
FSOL,avazu-site_binary_sparse,-3.0,2.0,2,0.8067322343957928,0.00022557769439211632,0.00026877615442892676
FSOL,avazu-site_binary_sparse,-3.0,2.0,3,0.8068189457626852,0.00018112393781052812,0.00022552562877516097
FSOL,avazu-site_binary_sparse,-3.0,2.0,4,0.8066523618718249,0.00014271692951248332,0.0001761506703322225
FSOL,avazu-site_binary_sparse,-3.0,3.0,0,0.8056909237844505,0.00014854457419776433,0.00021229496914529643
FSOL,avazu-site_binary_sparse,-3.0,3.0,1,0.8055045975734495,9.85039952531797e-05,0.00013527613056449315
FSOL,avazu-site_binary_sparse,-3.0,3.0,2,0.8060253819138927,8.181762734032324e-05,0.00012111054569254764
FSOL,avazu-site_binary_sparse,-3.0,3.0,3,0.8058269264343086,6.088269373613702e-05,0.00010070142164670797
FSOL,avazu-site_binary_sparse,-3.0,3.0,4,0.8057196985386424,0.00012217357172678462,0.00018535549760755003
FSOL,avazu-site_binary_sparse,0.0,-1.0,0,0.5021127508419841,0.04514376874815352,0.08813932253649429
FSOL,avazu-site_binary_sparse,0.0,-1.0,1,0.8040999250437009,0.04239848498153236,0.08835336100948452
FSOL,avazu-site_binary_sparse,0.0,-1.0,2,0.7995843531919138,0.04331118497461778,0.0894778424268452
FSOL,avazu-site_binary_sparse,0.0,-1.0,3,0.783999662445036,0.039828788794452764,0.075180017783682
FSOL,avazu-site_binary_sparse,0.0,-1.0,4,0.7998186803381588,0.03738419565169962,0.0763735472220498
FSOL,avazu-site_binary_sparse,0.0,-2.0,0,0.4974406598115654,0.044578957998963185,0.0849411456484809
FSOL,avazu-site_binary_sparse,0.0,-2.0,1,0.7962090616217168,0.04219409901271679,0.09107560989142824
FSOL,avazu-site_binary_sparse,0.0,-2.0,2,0.8031636487368979,0.04803403649580401,0.09760345069010906
FSOL,avazu-site_binary_sparse,0.0,-2.0,3,0.7192713045118686,0.03445635003998013,0.06715841253666631
FSOL,avazu-site_binary_sparse,0.0,-2.0,4,0.7881440012573149,0.03523638376248967,0.07671223494362414
FSOL,avazu-site_binary_sparse,0.0,-3.0,0,0.5058827597802228,0.047957737340724595,0.08831958910550082
FSOL,avazu-site_binary_sparse,0.0,-3.0,1,0.7926417663105436,0.04239722593432477,0.08705525738496109
FSOL,avazu-site_binary_sparse,0.0,-3.0,2,0.8014014208534902,0.04229457238521043,0.08802586659594677
FSOL,avazu-site_binary_sparse,0.0,-3.0,3,0.7607233379643913,0.03662139254277568,0.07186735838106102
FSOL,avazu-site_binary_sparse,0.0,-3.0,4,0.7764117726680868,0.035806947418403186,0.0759913265367808
FSOL,avazu-site_binary_sparse,0.0,-inf,0,0.4808861437171227,0.04152670881358814,0.07908246913428363
FSOL,avazu-site_binary_sparse,0.0,-inf,1,0.795923765740468,0.04177546485801924,0.08470810071310853
FSOL,avazu-site_binary_sparse,0.0,-inf,2,0.8031076476457799,0.05033829921354367,0.1037725815850267
FSOL,avazu-site_binary_sparse,0.0,-inf,3,0.7832802935902364,0.038057218026997276,0.07982945933338725
FSOL,avazu-site_binary_sparse,0.0,-inf,4,0.7690004024594543,0.03908896792826557,0.08120588421194054
FSOL,avazu-site_binary_sparse,0.0,0.0,0,0.4892330160239251,0.0455405915548538,0.09035741037085954
FSOL,avazu-site_binary_sparse,0.0,0.0,1,0.7982822633060335,0.03889588463894813,0.07942848693367546
FSOL,avazu-site_binary_sparse,0.0,0.0,2,0.8037715315485502,0.041391241466398734,0.08975385343151612
FSOL,avazu-site_binary_sparse,0.0,0.0,3,0.7725609879624752,0.037186744343708694,0.0758962307807862
FSOL,avazu-site_binary_sparse,0.0,0.0,4,0.7805554663065049,0.036769553845372976,0.07977429445872164
FSOL,avazu-site_binary_sparse,0.0,1.0,0,0.5718666260465204,0.03717828298434208,0.0817039363496519
FSOL,avazu-site_binary_sparse,0.0,1.0,1,0.8041121833470561,0.038836372779969715,0.08620872504765507
FSOL,avazu-site_binary_sparse,0.0,1.0,2,0.8041308933890196,0.041836438898153465,0.09805579351726143
FSOL,avazu-site_binary_sparse,0.0,1.0,3,0.7873745669109166,0.03539733164446489,0.07995824540132145
FSOL,avazu-site_binary_sparse,0.0,1.0,4,0.8034151375078404,0.03622160896296173,0.0869783898348522
FSOL,avazu-site_binary_sparse,0.0,2.0,0,0.4406604567392216,0.03845936639258623,0.09067292208525722
FSOL,avazu-site_binary_sparse,0.0,2.0,1,0.8047999386826763,0.03858815267699329,0.09007445337269553
FSOL,avazu-site_binary_sparse,0.0,2.0,2,0.8038498556552521,0.03985116610684677,0.09460598806125285
FSOL,avazu-site_binary_sparse,0.0,2.0,3,0.7701716510863631,0.03342372500189076,0.07760659012039052
FSOL,avazu-site_binary_sparse,0.0,2.0,4,0.7968297188758129,0.036141786903087884,0.08896366593054965
FSOL,avazu-site_binary_sparse,0.0,3.0,0,0.5526306383517924,0.04082273022990577,0.11282477735278895
FSOL,avazu-site_binary_sparse,0.0,3.0,1,0.799223830038495,0.037264280188485654,0.1018853956779644
FSOL,avazu-site_binary_sparse,0.0,3.0,2,0.8040781181672055,0.03718329617687642,0.10584810395283023
FSOL,avazu-site_binary_sparse,0.0,3.0,3,0.8051603328013229,0.032878785607613294,0.0988215126896095
FSOL,avazu-site_binary_sparse,0.0,3.0,4,0.8042448310928381,0.037199896308679176,0.11146352986328778
FSOL,avazu-site_binary_sparse,1.0,-1.0,0,0.5396481918550929,0.06541756906208339,0.11449243337692079
FSOL,avazu-site_binary_sparse,1.0,-1.0,1,0.8024789902358097,0.05965005458062266,0.11523264251054242
FSOL,avazu-site_binary_sparse,1.0,-1.0,2,0.7928735127613454,0.0588455924038707,0.10666563808325982
FSOL,avazu-site_binary_sparse,1.0,-1.0,3,0.761842585578119,0.05543626631555105,0.10488044732845334
FSOL,avazu-site_binary_sparse,1.0,-1.0,4,0.8001186861834341,0.05424130850743663,0.10721413997391353
FSOL,avazu-site_binary_sparse,1.0,-2.0,0,0.5410141539531932,0.06014885701720651,0.10627697555257859
FSOL,avazu-site_binary_sparse,1.0,-2.0,1,0.801267740829531,0.05904548004166861,0.10749794628309495
FSOL,avazu-site_binary_sparse,1.0,-2.0,2,0.7936855285825569,0.06375865459372876,0.11645921497523065
FSOL,avazu-site_binary_sparse,1.0,-2.0,3,0.7756029827161793,0.052684233774831404,0.09956480530296567
FSOL,avazu-site_binary_sparse,1.0,-2.0,4,0.7604464293433331,0.05231335526155361,0.10694978281327736
FSOL,avazu-site_binary_sparse,1.0,-3.0,0,0.5673168599801106,0.06942174928278291,0.12007198634788906
FSOL,avazu-site_binary_sparse,1.0,-3.0,1,0.8031331965306678,0.05806186266556051,0.10942060201694383
FSOL,avazu-site_binary_sparse,1.0,-3.0,2,0.7957615690318611,0.06257463407952009,0.11233548847775299
FSOL,avazu-site_binary_sparse,1.0,-3.0,3,0.7680366417461811,0.05227351545625579,0.09965765696958163
FSOL,avazu-site_binary_sparse,1.0,-3.0,4,0.7987878215433617,0.057458070639457445,0.1117553579431767
FSOL,avazu-site_binary_sparse,1.0,-inf,0,0.5701144628753412,0.06055320344542415,0.10717424384262969
FSOL,avazu-site_binary_sparse,1.0,-inf,1,0.8019432378617958,0.05869804305826214,0.11050903915261773
FSOL,avazu-site_binary_sparse,1.0,-inf,2,0.7862733841652915,0.06292735382315316,0.11592143166261705
FSOL,avazu-site_binary_sparse,1.0,-inf,3,0.7798106776015894,0.05324504572365674,0.09967266265787282
FSOL,avazu-site_binary_sparse,1.0,-inf,4,0.7611758629103612,0.05582705514968773,0.1064014274119824
FSOL,avazu-site_binary_sparse,1.0,0.0,0,0.4438585835672411,0.0628502779042968,0.11306164990580767
FSOL,avazu-site_binary_sparse,1.0,0.0,1,0.803926502309916,0.057529790976483114,0.11128861234573577
FSOL,avazu-site_binary_sparse,1.0,0.0,2,0.8025712500979051,0.06125057378792826,0.11573755237721206
FSOL,avazu-site_binary_sparse,1.0,0.0,3,0.7980493555422822,0.05314124044338293,0.10461763433947852
FSOL,avazu-site_binary_sparse,1.0,0.0,4,0.8019726577898485,0.05201741720553155,0.10267000192579341
FSOL,avazu-site_binary_sparse,1.0,1.0,0,0.5975329325771379,0.0590984769222249,0.11040116611215414
FSOL,avazu-site_binary_sparse,1.0,1.0,1,0.8002195913752642,0.05684663681642681,0.11255262807992433
FSOL,avazu-site_binary_sparse,1.0,1.0,2,0.804245605301471,0.05392484497963689,0.11079532312131132
FSOL,avazu-site_binary_sparse,1.0,1.0,3,0.7982955538875661,0.050620027474978006,0.10788846935542407
FSOL,avazu-site_binary_sparse,1.0,1.0,4,0.755303103324981,0.05198345039872505,0.10774968717515579
FSOL,avazu-site_binary_sparse,1.0,2.0,0,0.50252682342585,0.052920701492965155,0.10691062659218452
FSOL,avazu-site_binary_sparse,1.0,2.0,1,0.8033009417344776,0.057544989611800205,0.12022134348688919
FSOL,avazu-site_binary_sparse,1.0,2.0,2,0.7957929244814963,0.055628528764857466,0.1149169304310554
FSOL,avazu-site_binary_sparse,1.0,2.0,3,0.8043318005292748,0.051994542917628915,0.1116231010041831
FSOL,avazu-site_binary_sparse,1.0,2.0,4,0.7730564814875748,0.053860026086563845,0.11901089131114004
FSOL,avazu-site_binary_sparse,1.0,3.0,0,0.5223011441900351,0.07662105723122814,0.16366007796149953
FSOL,avazu-site_binary_sparse,1.0,3.0,1,0.8034064921781057,0.05009827409617151,0.12067514140935914
FSOL,avazu-site_binary_sparse,1.0,3.0,2,0.803990503556908,0.06389656465858524,0.14531934070288074
FSOL,avazu-site_binary_sparse,1.0,3.0,3,0.7941057948354865,0.05100819920286944,0.122596588348629
FSOL,avazu-site_binary_sparse,1.0,3.0,4,0.8010619303679336,0.05692783609891837,0.13316963857595848
FSOL,avazu-site_binary_sparse,2.0,-1.0,0,0.4194267527018913,0.07599183960593528,0.13360546114959287
FSOL,avazu-site_binary_sparse,2.0,-1.0,1,0.7967320395532868,0.06921850482455073,0.12336852346765155
FSOL,avazu-site_binary_sparse,2.0,-1.0,2,0.788289681515085,0.07186020880235633,0.12291544280816324
FSOL,avazu-site_binary_sparse,2.0,-1.0,3,0.7941344405549063,0.06519570718585792,0.11563642769649
FSOL,avazu-site_binary_sparse,2.0,-1.0,4,0.7960282839059187,0.06687053828499442,0.12289176296331626
FSOL,avazu-site_binary_sparse,2.0,-2.0,0,0.5897464582858324,0.07299324588948332,0.1281774226339228
FSOL,avazu-site_binary_sparse,2.0,-2.0,1,0.7973276640615836,0.06622560333015189,0.11200227365629128
FSOL,avazu-site_binary_sparse,2.0,-2.0,2,0.7682094193061052,0.07440080189923956,0.12794081896966347
FSOL,avazu-site_binary_sparse,2.0,-2.0,3,0.7873198561675202,0.06403512117487452,0.11554240890271789
FSOL,avazu-site_binary_sparse,2.0,-2.0,4,0.7833262299691258,0.06875447853663641,0.13009398430547184
FSOL,avazu-site_binary_sparse,2.0,-3.0,0,0.418546864590523,0.07412738743760561,0.12643541249348078
FSOL,avazu-site_binary_sparse,2.0,-3.0,1,0.7973404385040276,0.07134851566427645,0.12263508443434566
FSOL,avazu-site_binary_sparse,2.0,-3.0,2,0.7640129504458733,0.07011532076494026,0.1200663785595933
FSOL,avazu-site_binary_sparse,2.0,-3.0,3,0.7822814354189352,0.06562429043251787,0.11667417346792282
FSOL,avazu-site_binary_sparse,2.0,-3.0,4,0.7994799640612352,0.06712689779919304,0.12831323424633206
FSOL,avazu-site_binary_sparse,2.0,-inf,0,0.5753469519212567,0.06843393252750558,0.11996519075873506
FSOL,avazu-site_binary_sparse,2.0,-inf,1,0.7978840619991434,0.06760237240981366,0.11345571962627769
FSOL,avazu-site_binary_sparse,2.0,-inf,2,0.8030006778196581,0.07093096552942228,0.12422334366843348
FSOL,avazu-site_binary_sparse,2.0,-inf,3,0.7803052678832839,0.0642990477480386,0.11113481758135932
FSOL,avazu-site_binary_sparse,2.0,-inf,4,0.7843040554725647,0.07190462934206589,0.13009534767587036
FSOL,avazu-site_binary_sparse,2.0,0.0,0,0.5926141270623466,0.07253526443349459,0.1297710129422806
FSOL,avazu-site_binary_sparse,2.0,0.0,1,0.8039530834729812,0.06993826589395481,0.1268970141324935
FSOL,avazu-site_binary_sparse,2.0,0.0,2,0.8022823412430359,0.07086613449941523,0.12263329570488261
FSOL,avazu-site_binary_sparse,2.0,0.0,3,0.8005675981557834,0.056837766634019744,0.10913852918305508
FSOL,avazu-site_binary_sparse,2.0,0.0,4,0.7271425546484841,0.06991595820923491,0.13317192238822093
FSOL,avazu-site_binary_sparse,2.0,1.0,0,0.4472239394599817,0.07574063828869312,0.1481178610401699
FSOL,avazu-site_binary_sparse,2.0,1.0,1,0.7897069994525054,0.06835648739034067,0.13004329346560498
FSOL,avazu-site_binary_sparse,2.0,1.0,2,0.7957382137380999,0.06665607738337422,0.12649868638995673
FSOL,avazu-site_binary_sparse,2.0,1.0,3,0.79504090982934,0.061360409208049645,0.1182799280550839
FSOL,avazu-site_binary_sparse,2.0,1.0,4,0.7559419544819519,0.06702474250315923,0.12971297574727458
FSOL,avazu-site_binary_sparse,2.0,2.0,0,0.5902024671706507,0.06894420819944966,0.1385934913150294
FSOL,avazu-site_binary_sparse,2.0,2.0,1,0.8026104766686422,0.0667328735139623,0.13279494751591683
FSOL,avazu-site_binary_sparse,2.0,2.0,2,0.8009021853199978,0.06465103480412875,0.1251526746979722
FSOL,avazu-site_binary_sparse,2.0,2.0,3,0.7992551854881301,0.06281543851581323,0.1306359375784399
FSOL,avazu-site_binary_sparse,2.0,2.0,4,0.7965924239298082,0.06523818517733904,0.1340964370844515
FSOL,avazu-site_binary_sparse,2.0,3.0,0,0.3414141359399389,0.09326653453582653,0.19094851260103862
FSOL,avazu-site_binary_sparse,2.0,3.0,1,0.7838006908263632,0.06561083887691306,0.14728047601987418
FSOL,avazu-site_binary_sparse,2.0,3.0,2,0.803158100241695,0.07883192624172103,0.16340900208451278
FSOL,avazu-site_binary_sparse,2.0,3.0,3,0.8009571541329386,0.06381050549219965,0.13494084758227606
FSOL,avazu-site_binary_sparse,2.0,3.0,4,0.7378955383517795,0.07761264154633818,0.1672875855417335
